agent,state_id,severity,call_type,traffic,hosp_load,time_of_day,best_action,q_values
Dispatcher,453,Moderate,Respiratory,Heavy,Normal,Evening,1,"[17.041, 56.01, 22.633, 9.111, 8.567]"
Dispatcher,454,Moderate,Respiratory,Heavy,Normal,Late-Night,0,"[49.674, 3.993, 4.682, 8.394, 3.433]"
Dispatcher,455,Moderate,Respiratory,Heavy,Busy,Night,3,"[-0.363, 1.733, 4.275, 43.44, 3.518]"
Dispatcher,456,Moderate,Respiratory,Heavy,Busy,Morning,1,"[3.961, 50.972, -0.153, 7.564, 2.444]"
Dispatcher,457,Moderate,Respiratory,Heavy,Busy,Afternoon,0,"[52.713, 6.837, 3.437, 0.139, 6.748]"
Dispatcher,458,Moderate,Respiratory,Heavy,Busy,Evening,1,"[0.805, 52.117, 17.732, 8.067, 14.993]"
Dispatcher,459,Moderate,Respiratory,Heavy,Busy,Late-Night,1,"[0.865, 49.6, -0.251, 4.006, 0.552]"
Dispatcher,460,Moderate,Respiratory,Heavy,Diversion,Night,1,"[0.982, 28.155, 0.0, 1.567, -0.101]"
Dispatcher,461,Moderate,Respiratory,Heavy,Diversion,Morning,4,"[5.277, 2.18, 7.696, 7.393, 51.071]"
Dispatcher,462,Moderate,Respiratory,Heavy,Diversion,Afternoon,4,"[5.706, 1.965, -0.205, 7.731, 51.991]"
Dispatcher,463,Moderate,Respiratory,Heavy,Diversion,Evening,0,"[54.019, 4.073, 2.212, 8.493, 2.659]"
Dispatcher,464,Moderate,Respiratory,Heavy,Diversion,Late-Night,0,"[36.839, 0.0, 0.229, -0.486, 0.0]"
Dispatcher,465,Moderate,Respiratory,Gridlock,Normal,Night,3,"[4.419, 0.0, 0.0, 34.107, 0.0]"
Dispatcher,466,Moderate,Respiratory,Gridlock,Normal,Morning,4,"[9.948, 9.726, 7.62, 1.425, 54.971]"
Dispatcher,467,Moderate,Respiratory,Gridlock,Normal,Afternoon,0,"[51.656, 3.454, 11.326, 0.757, 6.104]"
Dispatcher,468,Moderate,Respiratory,Gridlock,Normal,Evening,4,"[4.066, 5.732, 16.778, 17.72, 53.663]"
Dispatcher,469,Moderate,Respiratory,Gridlock,Normal,Late-Night,1,"[-0.276, 50.549, 0.0, 4.444, 6.598]"
Dispatcher,470,Moderate,Respiratory,Gridlock,Busy,Night,0,"[40.731, -0.276, 0.0, 0.0, -0.282]"
Dispatcher,471,Moderate,Respiratory,Gridlock,Busy,Morning,3,"[2.152, 3.907, 1.402, 48.985, 10.904]"
Dispatcher,472,Moderate,Respiratory,Gridlock,Busy,Afternoon,1,"[5.717, 46.096, 3.425, 6.822, 0.468]"
Dispatcher,473,Moderate,Respiratory,Gridlock,Busy,Evening,2,"[8.12, 4.099, 51.409, 11.446, 6.42]"
Dispatcher,474,Moderate,Respiratory,Gridlock,Busy,Late-Night,4,"[0.0, 0.0, 3.488, 0.259, 48.95]"
Dispatcher,475,Moderate,Respiratory,Gridlock,Diversion,Night,2,"[0.0, 0.306, 11.166, 0.92, 0.0]"
Dispatcher,476,Moderate,Respiratory,Gridlock,Diversion,Morning,2,"[-0.294, 2.891, 47.145, -0.357, -0.415]"
Dispatcher,477,Moderate,Respiratory,Gridlock,Diversion,Afternoon,1,"[-0.22, 40.41, 0.614, 0.229, 0.0]"
Dispatcher,478,Moderate,Respiratory,Gridlock,Diversion,Evening,0,"[42.738, 5.123, 0.421, 6.961, -0.301]"
Dispatcher,479,Moderate,Respiratory,Gridlock,Diversion,Late-Night,4,"[-0.381, -0.367, 3.314, 5.984, 32.057]"
Dispatcher,480,Moderate,Stroke,Clear,Normal,Night,4,"[-0.392, -0.837, 4.495, 10.369, 54.665]"
Dispatcher,481,Moderate,Stroke,Clear,Normal,Morning,1,"[1.708, 45.239, 6.759, 2.179, 0.03]"
Dispatcher,482,Moderate,Stroke,Clear,Normal,Afternoon,4,"[0.04, 5.783, 6.876, -0.435, 45.296]"
Dispatcher,483,Moderate,Stroke,Clear,Normal,Evening,2,"[2.767, 0.0, 45.213, -0.273, 0.0]"
Dispatcher,484,Moderate,Stroke,Clear,Normal,Late-Night,4,"[6.299, 4.701, 3.352, 4.93, 51.579]"
Dispatcher,485,Moderate,Stroke,Clear,Busy,Night,2,"[-0.468, -0.76, 51.995, -0.379, 6.871]"
Dispatcher,486,Moderate,Stroke,Clear,Busy,Morning,1,"[0.0, 42.557, 0.0, 0.331, 5.505]"
Dispatcher,487,Moderate,Stroke,Clear,Busy,Afternoon,4,"[1.863, -0.418, -0.041, 3.843, 49.215]"
Dispatcher,488,Moderate,Stroke,Clear,Busy,Evening,4,"[-0.591, 1.603, -0.392, -0.34, 18.739]"
Dispatcher,489,Moderate,Stroke,Clear,Busy,Late-Night,3,"[0.67, 2.554, 5.495, 48.666, -0.274]"
Dispatcher,490,Moderate,Stroke,Clear,Diversion,Night,3,"[3.264, -0.261, -0.455, 45.583, 0.0]"
Dispatcher,491,Moderate,Stroke,Clear,Diversion,Morning,2,"[2.192, 0.0, 24.659, 0.0, -0.286]"
Dispatcher,492,Moderate,Stroke,Clear,Diversion,Afternoon,3,"[0.493, -0.391, 4.183, 41.834, 0.129]"
Dispatcher,493,Moderate,Stroke,Clear,Diversion,Evening,2,"[-0.42, -0.344, 11.305, 4.646, 0.0]"
Dispatcher,494,Moderate,Stroke,Clear,Diversion,Late-Night,1,"[0.665, 47.718, 3.324, 2.282, 0.018]"
Dispatcher,495,Moderate,Stroke,Moderate,Normal,Night,0,"[44.001, 3.436, 4.841, -0.248, 4.371]"
Dispatcher,496,Moderate,Stroke,Moderate,Normal,Morning,0,"[50.888, 10.998, 6.454, 2.73, 5.78]"
Dispatcher,497,Moderate,Stroke,Moderate,Normal,Afternoon,1,"[4.097, 55.257, 4.662, 9.244, 0.201]"
Dispatcher,498,Moderate,Stroke,Moderate,Normal,Evening,3,"[15.473, 2.815, 4.797, 53.462, 6.781]"
Dispatcher,499,Moderate,Stroke,Moderate,Normal,Late-Night,2,"[0.819, 4.034, 47.763, 4.846, 5.539]"
Dispatcher,500,Moderate,Stroke,Moderate,Busy,Night,0,"[39.761, 0.0, 2.574, 0.0, 0.0]"
Dispatcher,501,Moderate,Stroke,Moderate,Busy,Morning,1,"[-0.09, 47.756, -0.548, 0.033, 7.474]"
Dispatcher,502,Moderate,Stroke,Moderate,Busy,Afternoon,2,"[-0.014, -0.324, 51.035, -0.348, 10.162]"
Dispatcher,503,Moderate,Stroke,Moderate,Busy,Evening,1,"[4.174, 47.568, 3.361, 0.0, 1.815]"
Dispatcher,504,Moderate,Stroke,Moderate,Busy,Late-Night,3,"[-0.135, 1.536, 1.834, 42.997, 3.424]"
Dispatcher,505,Moderate,Stroke,Moderate,Diversion,Night,3,"[1.256, 0.0, -0.137, 20.239, -0.231]"
Dispatcher,506,Moderate,Stroke,Moderate,Diversion,Morning,3,"[0.023, -0.208, 0.33, 41.048, 0.0]"
Dispatcher,507,Moderate,Stroke,Moderate,Diversion,Afternoon,3,"[-0.28, -0.524, -0.232, 45.505, 6.355]"
Dispatcher,508,Moderate,Stroke,Moderate,Diversion,Evening,2,"[1.881, 2.583, 40.106, 8.439, 0.0]"
Dispatcher,509,Moderate,Stroke,Moderate,Diversion,Late-Night,2,"[1.946, -0.342, 31.927, 0.0, -0.243]"
Dispatcher,510,Moderate,Stroke,Heavy,Normal,Night,0,"[38.512, -0.233, -0.341, 0.0, 2.045]"
Dispatcher,511,Moderate,Stroke,Heavy,Normal,Morning,2,"[9.595, 3.891, 47.743, 11.678, 7.091]"
Dispatcher,512,Moderate,Stroke,Heavy,Normal,Afternoon,2,"[3.411, 12.879, 50.912, 4.943, 1.041]"
Dispatcher,513,Moderate,Stroke,Heavy,Normal,Evening,1,"[7.13, 54.978, 1.353, 1.441, 0.97]"
Dispatcher,514,Moderate,Stroke,Heavy,Normal,Late-Night,4,"[0.595, 5.045, 6.872, -0.303, 39.892]"
Dispatcher,515,Moderate,Stroke,Heavy,Busy,Night,1,"[-0.228, 25.162, 0.0, 0.0, 0.0]"
Dispatcher,516,Moderate,Stroke,Heavy,Busy,Morning,0,"[51.581, -0.304, 5.653, -0.078, -0.217]"
Dispatcher,517,Moderate,Stroke,Heavy,Busy,Afternoon,1,"[1.593, 47.845, 0.138, 0.847, 0.968]"
Dispatcher,518,Moderate,Stroke,Heavy,Busy,Evening,4,"[0.65, 1.729, 0.206, 7.546, 51.229]"
Dispatcher,519,Moderate,Stroke,Heavy,Busy,Late-Night,1,"[-0.31, 38.426, 0.0, 1.103, -0.201]"
Dispatcher,520,Moderate,Stroke,Heavy,Diversion,Night,0,"[10.281, 0.644, 0.0, 0.0, 0.0]"
Dispatcher,521,Moderate,Stroke,Heavy,Diversion,Morning,4,"[0.0, 1.395, 4.725, 4.737, 41.534]"
Dispatcher,522,Moderate,Stroke,Heavy,Diversion,Afternoon,1,"[0.0, 41.387, 0.659, 0.0, -0.144]"
Dispatcher,523,Moderate,Stroke,Heavy,Diversion,Evening,2,"[4.203, 0.118, 45.281, 1.002, 0.0]"
Dispatcher,524,Moderate,Stroke,Heavy,Diversion,Late-Night,4,"[0.0, 0.0, -0.355, 0.0, 17.332]"
Dispatcher,525,Moderate,Stroke,Gridlock,Normal,Night,0,"[21.198, 2.472, -0.315, 0.0, 0.0]"
Dispatcher,526,Moderate,Stroke,Gridlock,Normal,Morning,1,"[10.446, 43.517, 0.0, 0.347, 3.791]"
Dispatcher,527,Moderate,Stroke,Gridlock,Normal,Afternoon,1,"[-0.036, 41.661, 6.748, 2.054, 0.0]"
Dispatcher,528,Moderate,Stroke,Gridlock,Normal,Evening,3,"[2.556, 3.58, 1.759, 51.541, 7.095]"
Dispatcher,529,Moderate,Stroke,Gridlock,Normal,Late-Night,0,"[44.035, 1.945, 0.0, 0.0, 0.0]"
Dispatcher,530,Moderate,Stroke,Gridlock,Busy,Night,1,"[-0.324, 12.626, 0.0, 0.0, 1.026]"
Dispatcher,531,Moderate,Stroke,Gridlock,Busy,Morning,2,"[3.304, -0.384, 38.888, 0.774, 2.933]"
Dispatcher,532,Moderate,Stroke,Gridlock,Busy,Afternoon,4,"[0.0, 0.0, 0.0, 0.0, 36.557]"
Dispatcher,533,Moderate,Stroke,Gridlock,Busy,Evening,1,"[3.652, 46.432, -0.181, 5.932, 0.0]"
Dispatcher,534,Moderate,Stroke,Gridlock,Busy,Late-Night,4,"[1.175, 0.277, 0.0, 0.0, 38.471]"
Dispatcher,535,Moderate,Stroke,Gridlock,Diversion,Night,0,"[10.973, 0.0, 0.0, 0.0, 0.0]"
Dispatcher,536,Moderate,Stroke,Gridlock,Diversion,Morning,2,"[-0.023, 1.656, 23.725, -0.178, 0.159]"
Dispatcher,537,Moderate,Stroke,Gridlock,Diversion,Afternoon,0,"[29.091, 3.21, -0.039, 2.779, 0.0]"
Dispatcher,538,Moderate,Stroke,Gridlock,Diversion,Evening,4,"[0.0, 0.0, 0.0, 0.0, 42.771]"
Dispatcher,539,Moderate,Stroke,Gridlock,Diversion,Late-Night,0,"[27.116, -0.226, 0.0, 0.0, 0.0]"
Dispatcher,540,Moderate,Other,Clear,Normal,Night,1,"[7.429, 53.091, 8.249, 14.5, 16.249]"
Dispatcher,541,Moderate,Other,Clear,Normal,Morning,2,"[7.944, 11.069, 52.373, 6.143, 11.54]"
Dispatcher,542,Moderate,Other,Clear,Normal,Afternoon,3,"[9.96, 14.702, 5.906, 49.304, 13.199]"
Dispatcher,543,Moderate,Other,Clear,Normal,Evening,0,"[52.569, 12.955, 8.14, 7.607, 12.816]"
Dispatcher,544,Moderate,Other,Clear,Normal,Late-Night,2,"[15.761, 23.615, 51.813, 8.034, 15.969]"
Dispatcher,545,Moderate,Other,Clear,Busy,Night,4,"[12.961, 4.83, 7.736, 6.352, 50.518]"
Dispatcher,546,Moderate,Other,Clear,Busy,Morning,3,"[1.708, 9.74, 6.108, 48.163, 1.399]"
Dispatcher,547,Moderate,Other,Clear,Busy,Afternoon,2,"[3.342, 4.686, 54.685, 9.144, 5.059]"
Dispatcher,548,Moderate,Other,Clear,Busy,Evening,4,"[-0.386, 1.326, 1.741, -0.267, 51.006]"
Dispatcher,549,Moderate,Other,Clear,Busy,Late-Night,1,"[7.649, 50.71, 12.561, 2.591, 1.172]"
Dispatcher,550,Moderate,Other,Clear,Diversion,Night,4,"[2.46, 1.763, -0.573, 5.013, 48.191]"
Dispatcher,551,Moderate,Other,Clear,Diversion,Morning,1,"[1.775, 45.907, -0.062, 4.983, -0.32]"
Dispatcher,552,Moderate,Other,Clear,Diversion,Afternoon,2,"[0.0, 6.046, 54.563, 1.373, 6.46]"
Dispatcher,553,Moderate,Other,Clear,Diversion,Evening,3,"[-0.162, 2.426, -0.155, 43.336, 0.0]"
Dispatcher,554,Moderate,Other,Clear,Diversion,Late-Night,3,"[1.481, 7.253, 1.953, 50.197, 4.039]"
Dispatcher,555,Moderate,Other,Moderate,Normal,Night,4,"[-0.584, 0.235, 6.066, 11.968, 53.022]"
Dispatcher,556,Moderate,Other,Moderate,Normal,Morning,0,"[49.87, 16.268, 11.115, 7.599, 13.27]"
Dispatcher,557,Moderate,Other,Moderate,Normal,Afternoon,2,"[13.714, 19.538, 55.717, 5.241, 13.792]"
Dispatcher,558,Moderate,Other,Moderate,Normal,Evening,2,"[9.727, 16.298, 52.523, 14.574, 11.264]"
Dispatcher,559,Moderate,Other,Moderate,Normal,Late-Night,1,"[2.442, 51.925, 13.35, 7.662, 12.761]"
Dispatcher,560,Moderate,Other,Moderate,Busy,Night,0,"[46.891, 3.151, 1.541, 3.525, 10.628]"
Dispatcher,561,Moderate,Other,Moderate,Busy,Morning,1,"[4.661, 49.639, 7.701, 10.792, 8.666]"
Dispatcher,562,Moderate,Other,Moderate,Busy,Afternoon,4,"[0.021, 7.531, 11.877, 4.054, 52.502]"
Dispatcher,563,Moderate,Other,Moderate,Busy,Evening,1,"[6.183, 51.995, 7.955, -0.113, 6.707]"
Dispatcher,564,Moderate,Other,Moderate,Busy,Late-Night,0,"[49.115, 4.724, 3.787, 4.988, 7.72]"
Dispatcher,565,Moderate,Other,Moderate,Diversion,Night,3,"[-0.236, 3.681, -0.017, 45.56, -0.316]"
Dispatcher,566,Moderate,Other,Moderate,Diversion,Morning,2,"[7.027, 6.299, 49.591, 2.924, 1.035]"
Dispatcher,567,Moderate,Other,Moderate,Diversion,Afternoon,1,"[1.344, 51.359, 9.571, 6.485, 3.318]"
Dispatcher,568,Moderate,Other,Moderate,Diversion,Evening,2,"[0.758, 4.73, 47.374, 4.995, 0.152]"
Dispatcher,569,Moderate,Other,Moderate,Diversion,Late-Night,0,"[45.384, 0.462, 1.8, 4.462, 3.346]"
Dispatcher,570,Moderate,Other,Heavy,Normal,Night,1,"[0.329, 44.029, 5.271, -0.266, 0.0]"
Dispatcher,571,Moderate,Other,Heavy,Normal,Morning,4,"[19.627, 18.238, 16.171, 12.306, 50.327]"
Dispatcher,572,Moderate,Other,Heavy,Normal,Afternoon,2,"[16.126, 4.144, 51.087, 4.772, 11.565]"
Dispatcher,573,Moderate,Other,Heavy,Normal,Evening,2,"[16.331, 14.254, 51.915, 21.443, 23.753]"
Dispatcher,574,Moderate,Other,Heavy,Normal,Late-Night,4,"[6.581, 3.536, 2.947, 1.031, 50.203]"
Dispatcher,575,Moderate,Other,Heavy,Busy,Night,2,"[0.0, 0.0, 38.584, -0.369, 2.457]"
Dispatcher,576,Moderate,Other,Heavy,Busy,Morning,0,"[54.437, 3.872, 3.504, 4.514, 7.251]"
Dispatcher,577,Moderate,Other,Heavy,Busy,Afternoon,0,"[55.722, 7.204, 8.374, 1.023, 12.08]"
Dispatcher,578,Moderate,Other,Heavy,Busy,Evening,2,"[8.232, 8.141, 49.907, 12.161, 3.564]"
Dispatcher,579,Moderate,Other,Heavy,Busy,Late-Night,3,"[0.246, 5.577, 8.781, 46.112, -0.453]"
Dispatcher,580,Moderate,Other,Heavy,Diversion,Night,0,"[23.57, 0.0, -0.358, 1.016, 5.839]"
Dispatcher,581,Moderate,Other,Heavy,Diversion,Morning,0,"[53.1, 12.499, 7.834, 3.15, -0.266]"
Dispatcher,582,Moderate,Other,Heavy,Diversion,Afternoon,4,"[2.076, -0.025, 0.278, 0.615, 54.123]"
Dispatcher,583,Moderate,Other,Heavy,Diversion,Evening,0,"[49.756, 1.168, 11.301, 9.051, 3.883]"
Dispatcher,584,Moderate,Other,Heavy,Diversion,Late-Night,2,"[-0.087, -0.172, 42.03, -0.263, 3.444]"
Dispatcher,585,Moderate,Other,Gridlock,Normal,Night,0,"[32.528, 2.047, 5.073, 1.049, 0.201]"
Dispatcher,586,Moderate,Other,Gridlock,Normal,Morning,3,"[7.0, 17.265, 15.317, 51.107, 8.12]"
Dispatcher,587,Moderate,Other,Gridlock,Normal,Afternoon,3,"[3.975, 4.103, 6.154, 51.724, 5.508]"
Dispatcher,588,Moderate,Other,Gridlock,Normal,Evening,1,"[10.741, 54.628, 4.74, 2.564, 13.464]"
Dispatcher,589,Moderate,Other,Gridlock,Normal,Late-Night,4,"[5.454, -0.249, -0.264, 1.512, 50.0]"
Dispatcher,590,Moderate,Other,Gridlock,Busy,Night,1,"[2.575, 36.16, 0.0, 0.0, -0.091]"
Dispatcher,591,Moderate,Other,Gridlock,Busy,Morning,0,"[46.528, 4.454, 4.941, 0.846, -0.066]"
Dispatcher,592,Moderate,Other,Gridlock,Busy,Afternoon,3,"[2.966, -0.292, 0.033, 50.911, 5.992]"
Dispatcher,593,Moderate,Other,Gridlock,Busy,Evening,0,"[48.955, 10.175, 3.261, 14.332, 5.976]"
Dispatcher,594,Moderate,Other,Gridlock,Busy,Late-Night,1,"[0.264, 51.383, 0.94, -0.609, 6.872]"
Dispatcher,595,Moderate,Other,Gridlock,Diversion,Night,1,"[0.549, 17.527, 0.0, 0.0, 0.0]"
Dispatcher,596,Moderate,Other,Gridlock,Diversion,Morning,1,"[2.516, 45.759, -0.201, 5.6, -0.29]"
Dispatcher,597,Moderate,Other,Gridlock,Diversion,Afternoon,4,"[2.608, 0.0, -0.103, -0.166, 45.253]"
Dispatcher,598,Moderate,Other,Gridlock,Diversion,Evening,3,"[5.786, 7.816, 5.773, 51.53, 0.871]"
Dispatcher,599,Moderate,Other,Gridlock,Diversion,Late-Night,3,"[1.18, 0.0, 0.0, 40.369, -0.374]"
Dispatcher,600,Critical,Cardiac,Clear,Normal,Night,1,"[8.839, 73.634, 29.513, 4.666, 9.658]"
Dispatcher,601,Critical,Cardiac,Clear,Normal,Morning,1,"[0.569, 72.563, 26.079, 5.879, 10.53]"
Dispatcher,602,Critical,Cardiac,Clear,Normal,Afternoon,1,"[16.859, 78.343, 12.679, 12.572, 7.716]"
Dispatcher,603,Critical,Cardiac,Clear,Normal,Evening,1,"[1.573, 73.126, 17.657, 7.604, 0.271]"
Dispatcher,604,Critical,Cardiac,Clear,Normal,Late-Night,2,"[10.723, 18.023, 73.708, 12.665, 20.418]"
Dispatcher,605,Critical,Cardiac,Clear,Busy,Night,2,"[5.716, 12.339, 74.057, 7.187, 0.087]"
Dispatcher,606,Critical,Cardiac,Clear,Busy,Morning,1,"[0.0, 65.318, 9.727, 2.308, 5.019]"
Dispatcher,607,Critical,Cardiac,Clear,Busy,Afternoon,2,"[7.577, 13.071, 72.596, -0.557, 15.425]"
Dispatcher,608,Critical,Cardiac,Clear,Busy,Evening,2,"[7.072, 12.713, 65.505, 4.644, 0.0]"
Dispatcher,609,Critical,Cardiac,Clear,Busy,Late-Night,2,"[7.582, 23.135, 72.82, 9.477, 3.407]"
Dispatcher,610,Critical,Cardiac,Clear,Diversion,Night,2,"[1.745, 12.423, 72.435, 1.344, 0.843]"
Dispatcher,611,Critical,Cardiac,Clear,Diversion,Morning,1,"[-0.467, 64.48, 5.345, 2.451, 4.778]"
Dispatcher,612,Critical,Cardiac,Clear,Diversion,Afternoon,2,"[7.086, 6.977, 74.788, -0.271, 6.026]"
Dispatcher,613,Critical,Cardiac,Clear,Diversion,Evening,2,"[0.024, 0.0, 58.943, 0.0, 0.744]"
Dispatcher,614,Critical,Cardiac,Clear,Diversion,Late-Night,1,"[3.321, 70.62, 14.984, 1.801, 5.841]"
Dispatcher,615,Critical,Cardiac,Moderate,Normal,Night,1,"[6.66, 75.187, 16.632, 4.335, 4.838]"
Dispatcher,616,Critical,Cardiac,Moderate,Normal,Morning,2,"[15.306, 21.613, 77.051, 2.843, 13.361]"
Dispatcher,617,Critical,Cardiac,Moderate,Normal,Afternoon,2,"[14.64, 33.398, 78.454, 8.526, 27.583]"
Dispatcher,618,Critical,Cardiac,Moderate,Normal,Evening,2,"[11.567, 24.903, 74.461, 8.982, 23.356]"
Dispatcher,619,Critical,Cardiac,Moderate,Normal,Late-Night,2,"[3.067, 17.926, 71.987, 9.47, 15.802]"
Dispatcher,620,Critical,Cardiac,Moderate,Busy,Night,2,"[0.375, 14.541, 70.886, -0.035, 0.075]"
Dispatcher,621,Critical,Cardiac,Moderate,Busy,Morning,1,"[9.6, 74.897, 12.471, 0.149, 14.976]"
Dispatcher,622,Critical,Cardiac,Moderate,Busy,Afternoon,2,"[19.129, 20.89, 77.087, 3.628, 16.462]"
Dispatcher,623,Critical,Cardiac,Moderate,Busy,Evening,2,"[4.112, 12.972, 75.036, 5.8, 3.066]"
Dispatcher,624,Critical,Cardiac,Moderate,Busy,Late-Night,2,"[4.86, 6.89, 81.779, 5.389, 3.39]"
Dispatcher,625,Critical,Cardiac,Moderate,Diversion,Night,1,"[-0.26, 63.442, 0.0, 0.596, 1.587]"
Dispatcher,626,Critical,Cardiac,Moderate,Diversion,Morning,1,"[4.969, 71.2, 4.947, 4.051, 5.24]"
Dispatcher,627,Critical,Cardiac,Moderate,Diversion,Afternoon,2,"[12.137, 3.09, 72.911, 11.562, 12.034]"
Dispatcher,628,Critical,Cardiac,Moderate,Diversion,Evening,1,"[4.372, 68.837, 7.725, 2.507, 9.604]"
Dispatcher,629,Critical,Cardiac,Moderate,Diversion,Late-Night,1,"[-0.667, 71.338, 1.928, 4.43, 6.632]"
Dispatcher,630,Critical,Cardiac,Heavy,Normal,Night,2,"[1.28, 5.976, 69.404, -0.09, 0.241]"
Dispatcher,631,Critical,Cardiac,Heavy,Normal,Morning,2,"[14.045, 26.211, 79.607, 13.524, 9.007]"
Dispatcher,632,Critical,Cardiac,Heavy,Normal,Afternoon,1,"[13.224, 74.843, 24.844, 15.825, 4.283]"
Dispatcher,633,Critical,Cardiac,Heavy,Normal,Evening,2,"[25.163, 29.361, 79.545, 13.708, 12.052]"
Dispatcher,634,Critical,Cardiac,Heavy,Normal,Late-Night,1,"[3.87, 68.117, 16.609, 0.125, 2.985]"
Dispatcher,635,Critical,Cardiac,Heavy,Busy,Night,1,"[-0.227, 60.09, 2.859, 0.0, 0.0]"
Dispatcher,636,Critical,Cardiac,Heavy,Busy,Morning,2,"[13.547, 18.343, 71.537, 4.738, 8.739]"
Dispatcher,637,Critical,Cardiac,Heavy,Busy,Afternoon,2,"[8.015, 15.243, 80.654, 12.615, 4.737]"
Dispatcher,638,Critical,Cardiac,Heavy,Busy,Evening,2,"[5.662, 32.073, 77.825, 9.316, 10.219]"
Dispatcher,639,Critical,Cardiac,Heavy,Busy,Late-Night,1,"[-0.138, 65.404, 2.39, 3.192, 4.352]"
Dispatcher,640,Critical,Cardiac,Heavy,Diversion,Night,2,"[0.0, 8.305, 53.829, 0.0, 1.024]"
Dispatcher,641,Critical,Cardiac,Heavy,Diversion,Morning,2,"[5.521, 5.107, 84.727, 3.378, 14.242]"
Dispatcher,642,Critical,Cardiac,Heavy,Diversion,Afternoon,2,"[4.116, 6.553, 71.023, 7.589, -0.741]"
Dispatcher,643,Critical,Cardiac,Heavy,Diversion,Evening,2,"[2.565, 3.03, 77.147, 4.924, 1.9]"
Dispatcher,644,Critical,Cardiac,Heavy,Diversion,Late-Night,1,"[0.0, 55.789, 3.695, -0.316, 4.582]"
Dispatcher,645,Critical,Cardiac,Gridlock,Normal,Night,1,"[4.165, 55.185, 9.886, 0.0, 0.0]"
Dispatcher,646,Critical,Cardiac,Gridlock,Normal,Morning,2,"[4.571, 22.404, 81.098, 19.186, 12.12]"
Dispatcher,647,Critical,Cardiac,Gridlock,Normal,Afternoon,2,"[0.942, 12.351, 78.912, 9.49, 0.476]"
Dispatcher,648,Critical,Cardiac,Gridlock,Normal,Evening,2,"[11.728, 20.784, 80.199, 16.624, 9.365]"
Dispatcher,649,Critical,Cardiac,Gridlock,Normal,Late-Night,1,"[0.765, 66.466, 7.255, 8.663, 0.348]"
Dispatcher,650,Critical,Cardiac,Gridlock,Busy,Night,2,"[1.043, 5.232, 37.263, -0.321, 5.287]"
Dispatcher,651,Critical,Cardiac,Gridlock,Busy,Morning,1,"[2.627, 65.856, 8.492, 3.141, 0.0]"
Dispatcher,652,Critical,Cardiac,Gridlock,Busy,Afternoon,1,"[3.274, 66.176, 12.889, 0.0, 2.897]"
Dispatcher,653,Critical,Cardiac,Gridlock,Busy,Evening,2,"[8.305, 9.813, 73.849, 9.153, 1.581]"
Dispatcher,654,Critical,Cardiac,Gridlock,Busy,Late-Night,1,"[2.532, 69.402, 9.663, 0.899, 2.062]"
Dispatcher,655,Critical,Cardiac,Gridlock,Diversion,Night,2,"[0.0, 0.0, 27.108, 0.0, 0.699]"
Dispatcher,656,Critical,Cardiac,Gridlock,Diversion,Morning,2,"[0.0, 3.415, 62.394, 0.0, 0.0]"
Dispatcher,657,Critical,Cardiac,Gridlock,Diversion,Afternoon,1,"[1.345, 63.089, 6.211, 0.0, 6.395]"
Dispatcher,658,Critical,Cardiac,Gridlock,Diversion,Evening,1,"[4.549, 65.533, 2.47, 2.322, 1.322]"
Dispatcher,659,Critical,Cardiac,Gridlock,Diversion,Late-Night,2,"[1.087, 9.356, 54.941, 0.0, 0.0]"
Dispatcher,660,Critical,Trauma,Clear,Normal,Night,1,"[14.305, 72.989, 10.099, 12.567, 3.68]"
Dispatcher,661,Critical,Trauma,Clear,Normal,Morning,1,"[3.99, 72.737, 6.619, 9.656, 3.817]"
Dispatcher,662,Critical,Trauma,Clear,Normal,Afternoon,1,"[8.235, 75.07, 12.372, 17.645, 3.013]"
Dispatcher,663,Critical,Trauma,Clear,Normal,Evening,3,"[5.026, 11.178, 0.127, 67.485, 3.348]"
Dispatcher,664,Critical,Trauma,Clear,Normal,Late-Night,1,"[7.8, 75.34, 11.875, 11.066, 15.428]"
Dispatcher,665,Critical,Trauma,Clear,Busy,Night,3,"[8.156, 13.018, 0.133, 62.243, 7.406]"
Dispatcher,666,Critical,Trauma,Clear,Busy,Morning,3,"[-0.519, 0.0, 1.556, 57.627, 0.868]"
Dispatcher,667,Critical,Trauma,Clear,Busy,Afternoon,1,"[1.02, 76.85, 17.093, 6.501, 12.076]"
Dispatcher,668,Critical,Trauma,Clear,Busy,Evening,1,"[-0.265, 60.949, 1.754, 8.496, 2.62]"
Dispatcher,669,Critical,Trauma,Clear,Busy,Late-Night,3,"[5.648, 32.202, 10.663, 61.961, -0.816]"
Dispatcher,670,Critical,Trauma,Clear,Diversion,Night,3,"[1.359, 13.223, 1.534, 59.597, 3.681]"
Dispatcher,671,Critical,Trauma,Clear,Diversion,Morning,3,"[-0.015, 7.283, -0.021, 55.518, 0.0]"
Dispatcher,672,Critical,Trauma,Clear,Diversion,Afternoon,0,"[51.158, 3.504, 0.0, 6.421, 2.503]"
Dispatcher,673,Critical,Trauma,Clear,Diversion,Evening,4,"[0.365, 7.166, -0.173, 0.0, 41.508]"
Dispatcher,674,Critical,Trauma,Clear,Diversion,Late-Night,1,"[2.352, 69.528, 2.425, 6.513, 0.0]"
Dispatcher,675,Critical,Trauma,Moderate,Normal,Night,1,"[8.577, 75.771, 3.487, 8.949, 6.576]"
